pid,overallqual,yearbuilt,centralair,grlivarea,fullbath,salecondition,saleprice
528222060,6,2007,Y,1504,2,Abnormal,166000
528222080,7,2007,Y,1456,2,Abnormal,177594
528222090,7,2007,Y,1258,2,Abnormal,173500
528228270,7,2006,Y,1258,2,Abnormal,172500
528228275,7,2006,Y,1402,0,Abnormal,194201
528228375,8,2003,Y,1589,2,Normal,226500
528228555,7,2007,Y,1266,2,Abnormal,185485
528231010,7,2004,Y,1530,2,Family,259000
528231030,7,2004,Y,1119,2,Normal,188500
528235000,7,2004,Y,1374,2,Family,175000
528235160,7,2004,Y,1959,2,Normal,215000
528235170,7,2006,Y,1525,2,Abnormal,206580
528240020,7,2004,Y,1720,2,Normal,183500
528250010,7,2003,Y,1394,2,Normal,165500
528250070,7,2003,Y,1948,2,Normal,211000
528275035,6,2000,Y,1690,2,Abnormal,181000
528275110,7,2002,Y,1995,2,Normal,219500
528280110,6,1999,Y,1647,2,Normal,175000
528280150,7,2000,Y,1430,2,Normal,170000
528290060,7,2003,Y,1320,2,Normal,162000
528290170,6,2000,Y,1690,2,Normal,187000
528294010,6,1999,Y,1644,2,Normal,185000
528320050,10,1996,Y,4476,3,Abnormal,745000
528322020,8,1997,Y,2551,2,Normal,384500
528326060,8,2000,Y,2285,2,Normal,248000
528327060,10,2001,Y,2633,2,Normal,466500
528340030,9,1998,Y,3078,2,Normal,410000
528344020,8,1998,Y,2582,2,Normal,322500
528348030,7,1998,Y,2385,2,Normal,252000
528351010,10,1994,Y,4316,3,Normal,755000
528354060,7,1996,Y,2013,2,Normal,269790
528354110,7,1996,Y,2398,2,Normal,315750
528358040,7,1995,Y,2520,2,Abnormal,290000
528364110,8,1995,Y,2531,2,Normal,290000
528366050,8,1992,Y,3228,3,Normal,430000
528366070,8,1992,Y,2202,2,Normal,263000
528376010,8,1996,Y,2538,2,Normal,330000
528427040,7,2007,Y,1369,2,Abnormal,213133
528427100,8,2007,Y,1542,2,Abnormal,260261
528429090,9,2006,Y,1905,2,Normal,320000
528429110,8,2007,Y,1464,2,Normal,282922
528431030,8,2006,Y,1534,2,Family,215000
528431040,10,2007,Y,1966,2,Abnormal,419005
528431050,8,2006,Y,1636,2,Normal,255000
528431110,8,2006,Y,1795,2,Abnormal,147000
528435010,7,2007,Y,1528,3,Abnormal,235876
528435040,7,2007,Y,1726,2,Abnormal,311872
528435060,7,2007,Y,1689,2,Abnormal,248328
528435070,8,2006,Y,1588,2,Normal,227000
528439040,8,2005,Y,1538,2,Normal,260000
528439050,8,2007,Y,1496,2,Abnormal,225000
528439080,7,2005,Y,1506,2,Normal,249000
528441080,8,2004,Y,1694,2,Normal,307000
528445020,7,2006,Y,1977,2,Family,250000
528445070,8,2006,Y,1830,2,Normal,221300
528456190,8,2007,Y,1338,2,Abnormal,208900
528456230,7,2006,Y,1335,2,Abnormal,210400
528458080,8,2007,Y,1792,2,Abnormal,255000
528458090,5,2007,Y,1588,3,Abnormal,212109
528458120,8,2006,Y,1959,2,Normal,270000
528458130,8,2007,Y,2610,2,Abnormal,303477
528458150,8,2007,Y,1880,2,Abnormal,310013
528477020,8,2006,Y,1656,2,Normal,249700
528480020,7,2007,Y,1761,3,Abnormal,227875
528480180,8,2007,Y,1584,2,Abnormal,261329
528482010,8,2006,Y,1685,2,Normal,253000
528482030,6,2004,Y,2443,2,Normal,265000
528482090,8,2004,Y,2466,3,Normal,340000
531363020,6,2006,Y,1100,1,Abnormal,146000
531363040,7,2006,Y,1143,1,Normal,147000
531375140,5,2003,Y,1094,1,Normal,149000
531376060,7,2006,Y,1486,2,Normal,181000
531380110,6,1994,Y,1721,2,Normal,201000
531384070,6,1993,Y,1820,2,Normal,191750
531385070,7,2000,Y,1349,2,Normal,179000
531385130,7,1998,Y,1494,2,Normal,215000
531451030,6,1992,Y,1575,2,Normal,179200
531451150,6,1980,Y,1266,1,Normal,128000
531453140,5,1983,Y,884,1,Normal,144000
531477040,5,1977,Y,2020,2,Normal,144000
532353120,5,1977,Y,894,1,Normal,120750
532354010,5,1963,Y,970,1,Normal,132500
532354060,5,1962,Y,1057,1,Normal,132000
532354070,5,1962,Y,999,1,Normal,132500
532376040,4,1961,Y,1120,1,Normal,129000
532376090,5,1962,Y,1696,1,Normal,143900
532377050,5,1968,Y,1040,1,Normal,145000
532377140,5,1961,Y,988,1,Normal,128500
532378240,5,1967,Y,902,1,Normal,125500
532476080,7,1990,Y,2503,2,Normal,300000
532477040,7,1974,Y,2167,2,Normal,294000
532479050,5,1974,Y,1037,1,Normal,129000
532479120,5,1975,Y,1701,2,Normal,171000
532479140,6,1973,Y,1055,1,Abnormal,147000
533120030,8,1990,Y,2810,2,Normal,302000
533130170,8,1992,Y,2872,2,Normal,285000
533205110,8,2004,Y,1378,2,Normal,214000
533206060,8,2006,Y,1151,2,Abnormal,166000
533206070,8,2006,Y,1565,2,Abnormal,193800
533208010,7,2006,Y,1352,2,Abnormal,208900
533208020,7,2006,Y,1352,2,Abnormal,194000
533208030,8,2006,Y,1550,2,Abnormal,207500
533208040,7,2006,Y,1241,1,Abnormal,199900
533208070,7,2006,Y,1250,2,Abnormal,164700
533213130,6,1999,Y,1501,2,Normal,176500
533213140,6,1999,Y,1458,2,Normal,176000
533221030,6,2000,Y,1512,2,Normal,168500
533221060,6,2000,Y,1573,2,Normal,177000
533221100,6,2000,Y,1525,2,Normal,177000
533223050,7,2004,Y,1102,2,Normal,148800
533236040,8,1999,Y,1441,2,Normal,174000
533241030,7,1997,Y,1950,2,Normal,239000
533242080,7,1999,Y,1358,2,Normal,204000
533242090,8,2003,Y,2048,2,Normal,301000
533244040,8,1998,Y,2362,2,Normal,312500
533250190,8,1994,Y,1494,1,Normal,279700
533251110,7,1980,Y,2362,2,Normal,255000
533251130,5,1978,Y,1432,1,Normal,194000
533252130,5,1976,Y,1437,2,Normal,218000
533253180,8,1978,Y,1295,1,Normal,213750
533254100,6,1976,Y,1855,2,Normal,187000
533254130,6,1976,Y,1262,2,Normal,181500
533350020,8,1981,Y,2497,2,Normal,373000
533352075,5,1977,Y,2620,2,Normal,190000
534104090,7,2001,Y,1929,2,Normal,226000
534125120,6,1968,Y,1152,1,Normal,143450
534127080,6,1970,Y,2411,2,Normal,240050
534127140,6,1969,Y,1082,1,Normal,162500
534127260,6,1968,Y,1295,1,Normal,164000
534128090,7,1972,Y,1610,2,Normal,185000
534151090,7,1993,Y,1594,2,Normal,188500
534151180,7,1993,Y,2075,2,Normal,255000
534175010,5,1976,Y,1680,2,Normal,136905
534176140,6,1966,Y,1093,2,Normal,158500
534177210,7,1973,Y,1242,1,Normal,175500
534178010,6,1963,Y,1052,1,Normal,127000
534201040,5,1967,Y,1107,1,Normal,127000
534202030,5,1967,Y,1214,2,Normal,143000
534204120,5,1965,Y,1073,1,Normal,156000
534252040,5,1958,Y,1344,1,Normal,144000
534252060,5,1964,Y,1728,2,Normal,119000
534252070,4,1964,N,1224,2,Normal,103000
534252110,5,1960,Y,1422,1,Normal,139900
534275170,6,1960,Y,958,1,Normal,151500
534275220,5,1960,Y,1065,1,Normal,126500
534276070,6,1958,Y,1138,1,Normal,145000
534276160,5,1958,Y,912,1,Normal,120000
534276180,5,1956,Y,1074,1,Normal,124000
534276290,5,1959,Y,882,1,Normal,106500
534278150,5,1961,Y,1187,1,Normal,140500
534278170,5,1961,Y,964,1,Normal,137500
534278190,5,1960,Y,894,1,Normal,117600
534401120,7,1966,Y,1200,2,Normal,163500
534401200,6,1965,Y,1042,2,Normal,161000
534403040,6,1964,Y,1302,2,Normal,158000
534403290,6,1964,Y,2154,2,Normal,224500
534403420,6,1964,Y,1374,1,Normal,147000
534425015,6,1959,Y,1652,1,Normal,200000
534425080,6,1960,Y,1429,1,Normal,181900
534427140,5,1959,Y,1327,1,Normal,150750
534429030,4,1962,Y,1224,2,Normal,101800
534430090,6,1950,Y,932,1,Normal,124000
534431020,5,1940,Y,908,1,Normal,138500
534450090,1,1946,N,334,1,Normal,39300
534450110,3,1946,N,666,1,Normal,64500
534451020,3,1945,N,670,1,Normal,64000
534453080,5,1958,Y,808,1,Normal,112000
534475170,6,1964,Y,1977,1,Normal,165000
534476080,5,1955,Y,1150,1,Normal,144000
534478140,5,1948,Y,1920,2,Normal,137000
534479120,5,1941,Y,1376,1,Normal,105000
534479140,5,1942,Y,1644,1,Normal,146500
535101150,5,1968,Y,1560,2,Normal,126000
535102010,5,1966,Y,1280,2,Normal,175000
535105110,6,1961,Y,1254,1,Normal,158500
535106140,5,1958,Y,912,1,Normal,114500
535106180,5,1958,Y,1524,1,Normal,144000
535126180,6,1965,Y,2380,2,Abnormal,129000
535151020,6,1957,Y,936,1,Normal,141000
535151100,5,1956,Y,1008,1,Normal,131000
535151110,5,1963,Y,1053,1,Normal,142100
535152060,5,1958,Y,1056,1,Normal,139000
535154080,6,1958,Y,1442,1,Normal,157900
535155110,5,1954,Y,1056,1,Normal,139400
535176070,6,1957,Y,1244,1,Normal,150000
535177020,5,1960,Y,1144,1,Normal,120000
535177110,6,1957,Y,1721,1,Normal,174850
535179120,5,1957,Y,922,1,Normal,116000
535180030,5,1956,Y,1048,1,Normal,135000
535181030,6,1970,Y,1657,2,Normal,163500
535181140,5,1955,Y,1411,1,Normal,130000
535300040,5,1955,Y,1216,1,Normal,129500
535301060,5,1953,Y,1154,1,Normal,142000
535301160,5,1958,Y,1560,2,Normal,128600
535302070,6,1952,Y,948,1,Normal,125000
535304170,6,1953,Y,1040,1,Normal,136000
535305180,5,1953,Y,1008,1,Normal,134500
535325090,5,1956,Y,925,1,Normal,127000
535325280,5,1955,Y,1360,1,Normal,130000
535325320,4,1955,Y,1540,1,Normal,115000
535327160,5,1955,Y,925,1,Normal,116900
535327200,5,1956,Y,928,1,Normal,132000
535353050,4,1953,Y,1647,1,Normal,153000
535353130,5,1952,Y,924,1,Normal,112500
535353160,4,1890,Y,1544,2,Normal,138000
535354050,5,1949,Y,893,1,Normal,135000
535354260,5,1953,Y,1728,1,Normal,156000
535355020,5,1935,Y,3086,3,Family,301600
535375130,5,1940,Y,1034,1,Normal,109000
535376010,4,1956,Y,882,1,Normal,103200
535378080,4,1925,Y,1281,2,Abnormal,128500
535379060,4,1927,Y,968,2,Normal,64500
535379110,5,1895,Y,1534,1,Normal,148000
535382150,5,1920,Y,691,1,Abnormal,86000
535402140,7,1963,Y,1651,2,Normal,172000
535402180,5,1961,Y,888,1,Abnormal,120000
535403030,6,1968,Y,952,1,Normal,128500
535426130,5,1969,Y,2080,1,Family,135000
535450190,5,1949,Y,924,1,Normal,122900
535450220,6,1948,Y,1082,1,Normal,119200
535450310,6,1949,Y,1846,2,Normal,143000
535451040,5,1950,Y,988,1,Normal,119000
535451100,5,1950,Y,1238,1,Normal,102000
535451110,5,1950,Y,864,1,Normal,129000
535452060,5,1960,Y,1134,1,Family,135000
535453080,5,1959,Y,1040,1,Normal,152000
535453150,5,1958,Y,1170,1,Normal,140000
535453180,5,1960,Y,1242,1,Family,152000
535457020,5,1960,Y,1377,1,Normal,156500
535457040,5,1961,N,1800,2,Normal,141000
535457050,5,1961,Y,925,1,Normal,99000
535476360,6,1964,Y,1851,2,Normal,187000
535477130,5,1962,Y,1812,2,Normal,169500
535477180,5,1962,Y,864,1,Normal,125500
535478040,5,1962,Y,936,1,Normal,130000
902100010,5,1926,Y,960,1,Normal,103000
902105110,5,1910,Y,1432,2,Abnormal,132000
902106070,6,1927,Y,1296,1,Normal,127500
902106120,5,1922,N,1022,1,Normal,89500
902107050,5,1980,Y,936,1,Normal,140000
902110010,5,1920,Y,967,1,Normal,99900
902125120,4,1885,Y,1047,1,Normal,100000
902128160,5,1940,Y,1072,1,Normal,130000
902201090,5,1900,Y,1174,1,Normal,135000
902201130,3,1948,Y,1183,1,Normal,120000
902202070,4,1937,Y,1131,1,Abnormal,89471
902205020,4,1900,N,1141,1,Normal,85000
902205130,4,1920,Y,960,1,Normal,108500
902206270,4,1900,Y,1798,2,Normal,137000
902207010,5,1945,Y,866,1,Normal,110500
902207150,5,1923,Y,968,1,Normal,100000
902300020,8,1910,N,1772,2,Normal,184900
902300040,6,1927,Y,1642,1,Abnormal,145000
902301030,5,1925,Y,1472,1,Normal,125000
902301130,5,1910,Y,1232,1,Normal,114000
902302150,5,1900,N,2337,2,Normal,90000
902303100,6,1910,Y,1650,2,Normal,144100
902304040,6,1880,Y,2210,2,Normal,117500
902305010,5,1930,Y,1358,1,Abnormal,124500
902330090,7,1879,Y,2454,2,Normal,185000
902332030,6,1910,N,2291,2,Normal,133900
902401030,6,1926,Y,1616,2,Normal,152000
902404010,5,1948,Y,1559,1,Normal,153500
902408080,7,1890,Y,2554,1,Normal,159500
902427040,5,1930,Y,1248,1,Normal,87000
902427140,4,1956,Y,968,1,Normal,104500
902427180,4,1949,Y,1382,2,Normal,110000
903201090,5,1925,N,1060,1,Normal,136500
903204030,5,1950,Y,1435,1,Normal,128250
903205085,5,1920,Y,1167,1,Normal,144000
903206170,6,1923,Y,1635,1,Normal,210000
903225040,5,1939,Y,1274,2,Normal,135000
903227140,6,1939,Y,1232,1,Normal,128000
903228080,6,1941,Y,1218,1,Normal,131000
903231050,5,1939,Y,884,1,Normal,113000
903231090,6,1938,Y,1409,1,Normal,126000
903231180,5,1939,Y,1322,1,Normal,132000
903232100,5,1930,Y,1426,1,Normal,131750
903233030,5,1926,Y,1281,1,Normal,132500
903233050,5,1920,Y,1513,1,Normal,137500
903233140,7,1929,Y,854,1,Normal,132000
903233180,6,1931,Y,1367,1,Normal,127500
903234160,6,1926,N,986,1,Normal,102000
903236130,6,1918,Y,2264,2,Normal,200000
903400040,6,1919,Y,1824,1,Normal,180500
903401070,6,1920,Y,1376,1,Normal,165000
903425270,5,1926,Y,1316,1,Family,90000
903425280,6,1915,Y,1396,1,Normal,153575
903426010,7,1929,N,1344,1,Normal,140000
903427040,6,1916,N,2526,2,Family,136000
903430040,5,1901,N,1173,2,Abnormal,113000
903430050,5,1901,N,1214,1,Abnormal,117000
903450060,7,1931,Y,1818,1,Normal,169500
903451110,7,1930,Y,1108,1,Normal,139400
903453080,6,1963,Y,2294,3,Normal,202500
903454010,6,1914,Y,1355,1,Normal,127000
903454090,6,1937,Y,1375,1,Normal,141000
903456110,7,1950,Y,1952,1,Normal,212300
903457040,6,1915,Y,2180,1,Normal,161000
903457130,4,1958,Y,1315,2,Abnormal,99500
903458020,5,1920,N,1111,1,Normal,101000
903458060,4,1916,Y,1196,1,Normal,109900
903475040,5,1941,Y,1382,1,Normal,128500
903475060,7,1910,N,1889,1,Normal,122000
903476100,5,1930,Y,840,1,Normal,87000
903484080,4,1910,Y,1484,2,Abnormal,50000
904100100,7,1937,Y,2267,1,Normal,219000
904101070,5,1946,Y,3086,3,Normal,200500
904301110,5,1940,N,1134,1,Abnormal,126000
904302010,5,1942,N,1282,1,Normal,108500
905100060,5,1963,Y,999,1,Normal,130000
905100080,5,1964,Y,1452,1,Normal,158450
905101070,4,1964,Y,1005,1,Normal,115400
905101200,4,1961,Y,1029,1,Normal,118500
905102010,5,1964,Y,1020,2,Normal,165000
905103110,5,1966,Y,1040,1,Normal,123000
905104030,6,1966,Y,913,1,Normal,129000
905104090,5,1966,Y,894,1,Normal,125000
905104170,5,1968,Y,948,1,Family,108000
905104240,5,1971,Y,868,1,Normal,119900
905105040,5,1968,Y,897,1,Normal,115000
905105170,5,1967,Y,943,1,Normal,134500
905105260,5,1966,Y,955,1,Normal,127000
905106150,5,1968,Y,894,1,Normal,129000
905107140,6,1977,Y,1285,1,Normal,143500
905200010,5,1966,Y,912,1,Normal,129000
905201080,5,1956,Y,1375,1,Normal,187000
905225020,5,1920,Y,2654,3,Normal,158000
905226050,5,1918,Y,1416,2,Normal,112000
905226080,7,1940,Y,1302,1,Normal,165250
905226130,6,1954,Y,1299,1,Normal,150000
905226170,5,1958,Y,1176,1,Normal,137000
905228020,4,1945,N,998,1,Normal,89500
905301050,7,1971,Y,1824,2,Normal,302000
905352010,6,1984,Y,1522,2,Normal,182000
905352180,6,1988,Y,2060,2,Normal,211000
905376090,5,1948,Y,1325,2,Normal,216000
905377020,5,1953,Y,1630,2,Normal,130000
905377050,4,1946,N,1242,1,Normal,109900
905401020,6,1954,Y,2422,3,Normal,255000
905426010,6,1950,Y,2158,2,Normal,243000
905451390,6,1954,Y,1626,1,Normal,154000
905475270,5,1958,Y,864,1,Normal,118000
905475520,4,1958,N,943,1,Normal,80000
905476160,4,1977,Y,1440,2,Abnormal,150000
905476170,4,1920,Y,605,1,Normal,86000
905476225,5,1984,Y,1038,2,Normal,130000
905478140,5,1951,Y,1342,1,Normal,125000
905478220,5,1951,N,1480,1,Normal,136500
905480090,4,1920,N,1362,2,Normal,96000
905480180,5,1957,Y,1340,1,Normal,120000
906200230,6,1984,Y,1822,2,Normal,228500
906201022,7,1990,Y,1442,2,Normal,179900
906201023,7,1990,Y,2243,2,Normal,225000
906201200,7,1986,Y,2730,2,Normal,301000
906203140,7,1991,Y,2127,2,Normal,238000
906204140,7,1989,Y,1982,2,Normal,228500
906223040,7,1994,Y,1958,2,Normal,220000
906340080,7,2007,Y,2696,2,Abnormal,383970
906340090,8,2006,Y,2828,3,Abnormal,424870
906378120,8,2007,Y,1651,2,Abnormal,250000
906378150,8,2006,Y,2140,2,Abnormal,360000
906378170,7,2006,Y,1494,2,Abnormal,279500
906380010,7,2007,Y,1316,2,Abnormal,200141
906380040,8,2007,Y,1651,2,Abnormal,246500
906380070,8,2007,Y,2574,2,Abnormal,276000
906380120,7,2005,Y,1274,2,Abnormal,203000
906380140,7,2006,Y,1456,2,Abnormal,155835
906380160,7,2006,Y,1240,2,Normal,194000
906380200,7,2007,Y,1208,2,Abnormal,195400
906382020,7,2005,Y,1546,2,Normal,217000
906382060,8,2006,Y,1500,2,Normal,212999
906392080,7,2005,Y,1270,2,Normal,175900
906394020,7,2005,Y,1795,2,Normal,191000
906394050,6,2006,Y,1314,2,Normal,176432
906402070,7,1988,Y,2062,2,Normal,277000
906403060,7,1988,Y,1873,2,Normal,207000
906426060,6,1958,Y,2144,2,Normal,277000
906426195,6,1992,Y,1953,2,Normal,240000
906475110,6,1966,Y,2087,2,Normal,187500
906475170,8,1976,Y,1743,0,Normal,279000
907125040,5,1994,Y,1022,1,Normal,139500
907125120,5,1994,Y,990,1,Normal,126000
907130060,6,1995,Y,1200,2,Normal,177500
907131060,6,1997,Y,1308,2,Normal,175000
907131120,6,1998,Y,1796,2,Normal,211000
907135050,5,1994,Y,990,1,Normal,146000
907135080,5,1996,Y,1097,1,Normal,147900
907135180,4,1994,Y,990,1,Normal,123600
907180040,6,1997,Y,1786,2,Normal,204750
907187040,7,1999,Y,1873,2,Normal,235500
907187060,7,1998,Y,1753,2,Normal,217000
907192020,7,2001,Y,1690,2,Normal,190550
907192040,7,2000,Y,1842,2,Normal,217500
907192120,7,2003,Y,1479,2,Normal,226000
907192150,7,2003,Y,1668,2,Normal,180000
907200130,5,1974,Y,894,1,Family,131000
907200190,5,1976,Y,1025,2,Normal,153500
907200250,5,1977,Y,1009,2,Normal,160000
907200270,5,1977,Y,1040,1,Normal,134900
907202100,5,1977,Y,907,1,Normal,130000
907202220,5,1975,Y,879,1,Normal,120000
907203060,5,1972,Y,882,1,Normal,112500
907203110,5,1975,Y,969,1,Normal,122000
907227060,5,1972,Y,864,1,Normal,127000
907227100,4,1972,Y,875,1,Normal,117000
907250050,8,2004,Y,2000,2,Normal,305900
907252020,8,2002,Y,2169,2,Normal,228500
907252190,7,2000,Y,1673,2,Normal,270000
907260040,7,2002,Y,1459,2,Normal,192000
907260050,7,2003,Y,1932,2,Normal,213000
907262020,7,2002,Y,1729,2,Normal,200000
907270040,8,1998,Y,2452,2,Normal,267000
907275080,8,1994,Y,1592,2,Normal,228000
907275150,8,2001,Y,2439,2,Normal,275000
907280090,7,1996,Y,1992,2,Normal,211000
907280100,9,2002,Y,1668,2,Normal,285000
907285040,8,1995,Y,2090,2,Normal,240000
907290140,6,2003,Y,848,1,Normal,131500
907295040,8,1999,Y,1341,1,Normal,246900
907401060,7,2003,Y,1928,2,Normal,219500
907405130,7,2003,Y,1337,2,Normal,185000
907410020,7,2007,Y,1476,2,Abnormal,179400
907410050,7,2006,Y,1797,2,Normal,213500
907414060,7,2004,Y,1422,2,Normal,179600
907414070,7,2005,Y,1190,2,Normal,173500
907420050,6,2006,Y,1330,2,Abnormal,167840
907420060,7,2006,Y,1491,2,Normal,168675
907420110,5,2005,Y,1536,2,Normal,167000
908102100,5,1965,Y,1214,1,Normal,140000
908102160,5,1967,Y,936,1,Abnormal,118500
908103090,4,1963,Y,1088,1,Normal,110000
908127040,4,1965,Y,960,1,Normal,94750
908127060,5,1925,Y,1351,1,Normal,122000
908127070,6,1960,Y,1179,1,Normal,110000
908127100,6,1990,Y,816,1,Normal,118500
908152060,6,1976,Y,1044,1,Normal,133500
908152070,6,1976,Y,1113,1,Normal,148000
908152180,5,1979,Y,2233,2,Normal,141000
908152260,5,2006,Y,1125,1,Abnormal,155000
908152280,5,2005,Y,1090,1,Normal,157000
908152290,5,2005,Y,1408,2,Normal,171500
908154195,10,2008,Y,6095,2,Abnormal,83850
908154205,10,2007,Y,5676,3,Abnormal,84750
908186050,6,2005,Y,1072,1,Normal,140000
908204090,5,1959,Y,960,1,Normal,131750
908204180,4,1955,N,1152,2,Normal,61500
908225240,4,1954,Y,948,1,Normal,111000
908225310,5,1946,N,1195,2,Abnormal,98500
908226180,3,1931,Y,774,1,Normal,79000
908228010,6,1920,Y,865,1,Normal,108500
908250100,4,1954,Y,894,1,Abnormal,110000
908275090,4,1910,N,1346,1,Normal,112000
908275200,4,1955,Y,768,1,Normal,125000
908275240,4,1955,Y,864,1,Family,79275
908276230,4,1954,Y,948,1,Normal,119000
909176080,6,1914,Y,3395,2,Abnormal,200000
909176170,5,1923,N,2592,2,Abnormal,150000
909250150,6,1923,Y,1502,1,Normal,165000
909250160,5,1926,N,789,1,Normal,96500
909251030,5,1926,Y,1422,1,Normal,136500
909251040,6,1921,Y,1298,2,Normal,146500
909252010,5,1937,Y,1768,1,Normal,175000
909252150,7,1930,Y,1098,1,Normal,148500
909252170,6,1921,N,1436,1,Normal,141500
909254090,7,1918,Y,1426,1,Normal,189950
909254100,6,1926,Y,1461,1,Normal,135000
909254130,7,1941,Y,1646,2,Normal,164000
909254140,5,1913,N,694,1,Normal,90350
909254150,5,1910,Y,1250,2,Normal,139000
909256120,5,1938,Y,954,1,Normal,119750
909275020,6,1946,N,1958,2,Normal,145000
909275030,5,1949,N,2002,2,Normal,145000
909275110,7,1927,Y,1718,2,Normal,238000
909275160,5,1951,Y,1226,1,Normal,153500
909275310,6,1918,N,2624,2,Normal,239000
909276160,8,1934,Y,3194,2,Abnormal,359100
909276210,4,1930,Y,1755,2,Normal,188000
909279080,6,1932,Y,1991,1,Normal,220000
909281020,5,1941,Y,1355,2,Normal,140000
909281130,8,1932,Y,2727,2,Normal,315000
909282020,6,1945,Y,2320,2,Normal,259500
909425140,6,1957,Y,1839,2,Normal,257500
909425270,7,1940,Y,1740,1,Normal,219500
909428120,6,1953,Y,2259,2,Abnormal,217000
909428180,6,1960,Y,1560,1,Normal,201000
909428340,6,1968,Y,1488,2,Normal,215000
909451130,6,1980,Y,1045,1,Normal,123900
909452102,4,1995,Y,1680,2,Normal,170000
909455060,8,1988,Y,1020,1,Normal,200000
909475050,7,1971,Y,1696,2,Normal,198000
909475070,6,1957,Y,2515,3,Abnormal,200624
909475230,8,1986,Y,2726,2,Normal,315000
910200040,5,1919,N,1517,2,Normal,115000
910200110,6,1940,Y,1215,1,Normal,141000
910201020,5,1941,N,803,1,Normal,87000
910201050,5,1925,Y,1601,2,Normal,129850
910201110,4,1939,Y,1123,1,Normal,100000
910201180,5,1923,Y,1828,2,Abnormal,150909
910202030,5,1922,Y,816,1,Normal,75200
910203290,6,1920,Y,1012,1,Normal,118400
910204090,5,1920,Y,1077,1,Abnormal,67000
910205130,5,1950,Y,1558,1,Normal,152000
910206010,2,1939,Y,845,1,Normal,68104
911103060,5,1895,N,1991,2,Normal,119600
911128010,4,1957,Y,1073,1,Abnormal,140000
911128020,5,1930,Y,1001,1,Normal,124900
911370450,8,2006,Y,1625,2,Abnormal,375000
911370460,8,2006,Y,1625,2,Family,235000
914452090,6,1979,Y,1299,2,Normal,183500
914452120,6,1978,Y,912,1,Normal,156000
914452190,6,1983,Y,1080,1,Normal,134000
914460020,5,2002,Y,1392,2,Normal,215000
914460110,7,2002,Y,1409,1,Normal,245000
914476330,7,1991,Y,1478,2,Normal,210000
914478020,7,1975,Y,918,1,Normal,148000
914478100,6,1974,Y,1026,1,Normal,143000
916226090,7,1987,Y,1501,2,Normal,244000
916253320,7,1998,Y,1502,1,Normal,330000
916326040,5,1959,Y,1328,1,Normal,170000
916326090,6,1958,Y,2279,2,Normal,257000
916384050,7,2006,Y,1689,2,Abnormal,231713
916384070,8,2006,Y,1564,2,Abnormal,267300
916384080,8,2006,Y,1484,2,Normal,265900
916384150,8,2007,Y,1571,2,Abnormal,239000
916386170,8,2006,Y,1646,2,Abnormal,248900
916403040,7,1985,Y,1240,2,Normal,174000
916403290,7,1990,Y,1717,2,Normal,187500
916455010,6,1996,Y,1756,2,Normal,204000
916455050,8,2001,Y,1312,2,Normal,180500
916455110,7,2003,Y,1146,2,Normal,187500
916455150,8,2002,Y,1922,2,Normal,282000
916460020,6,1996,Y,1491,2,Normal,178000
916475020,8,2002,Y,1629,2,Normal,270000
916477060,7,2003,Y,2486,3,Normal,279900
917425190,5,1963,Y,1572,1,Normal,186700
921126010,8,2006,Y,1776,2,Abnormal,283463
921128030,10,2006,Y,1824,2,Abnormal,392000
921205070,8,2005,Y,2482,2,Normal,281213
923202134,5,2007,Y,1120,1,Abnormal,147000
923202220,3,1953,Y,2034,1,Normal,130000
923203010,6,1996,Y,936,0,Normal,140000
923204050,4,1963,Y,1040,1,Normal,132250
923204140,5,1967,Y,1632,2,Normal,143000
923205025,4,1961,Y,1622,1,Normal,168000
923225040,5,1976,Y,1060,1,Normal,129900
923225050,5,1976,Y,1142,1,Normal,134000
923226300,4,1972,Y,1092,1,Normal,85500
923228200,4,1970,Y,992,1,Normal,106500
923228220,4,1970,Y,1092,1,Normal,93900
923228250,4,1970,Y,1092,1,Normal,75000
923228290,4,1970,Y,630,1,Normal,84500
923228390,4,1976,Y,1092,1,Normal,75190
923229010,6,1976,Y,1062,1,Normal,146800
923229040,5,1977,Y,1008,1,Normal,153500
923229100,6,1977,Y,1356,2,Normal,188000
923229140,5,1977,Y,1676,1,Normal,196000
923230010,5,1977,Y,1432,1,Normal,157000
923230120,5,1971,Y,796,1,Normal,138000
923230180,5,1970,Y,768,1,Normal,129500
923251160,4,1961,N,1608,1,Abnormal,80000
923252080,4,1982,Y,845,1,Normal,129500
923275010,5,1976,Y,1178,1,Normal,135000
923275200,5,1982,Y,816,1,Normal,124500
923276180,5,1983,Y,816,1,Normal,139000
923400150,5,1991,Y,974,1,Abnormal,93500
923425030,5,1984,Y,887,1,Normal,124500
526302030,6,1954,Y,1293,2,Normal,149900
526302040,6,1956,Y,1024,1,Normal,157500
526302120,5,1957,Y,1797,1,Normal,169000
526303060,6,1957,Y,1390,1,Abnormal,252000
526354020,7,1969,Y,1851,2,Normal,192100
527105060,6,1997,Y,1525,2,Normal,183500
527106010,7,1997,Y,2236,2,Normal,222000
527107020,6,1995,Y,1671,2,Normal,170000
527107030,6,1995,Y,1498,2,Normal,187500
527107120,6,1996,Y,1776,2,Normal,202000
527107240,6,1997,Y,1511,2,Normal,185000
527108010,7,2005,Y,2462,2,Abnormal,320000
527108020,7,2006,Y,1670,2,Abnormal,240000
